Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
BT19 7AP,Yes,54.638923,-5.648255,164679,533205,NW646332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1995-01-01,,"","",22,8,"","","Bloomfield 2 NorthDown","",,36,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+HM
BT19 7AQ,No,54.645185,-5.675162,162980,533992,NW629339,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1994-12-01,2000-09-01,"","",,,"","","Conlig 2","",,41,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004212,N06000013,602,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WF+3W
BT19 7AR,Yes,54.644049,-5.656341,164187,533802,NW641338,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2002-06-01,,"","",108,60,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004167,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8VV+JF
BT19 7AS,Yes,54.644663,-5.655081,164272,533866,NW642338,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2003-01-01,,"","",116,40,"","","Bloomfield 1 NorthDown","",,34,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004157,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8VV+VX
BT19 7AT,Yes,54.645233,-5.667413,163480,533971,NW634339,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2006-11-01,,"","",,,"","","Bloomfield 1 NorthDown","",,39,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004160,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WM+32
BT19 7AU,Yes,54.644364,-5.656818,164158,533839,NW641338,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2007-03-01,,"","",50,29,"","","Bloomfield 2 NorthDown","",,36,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004167,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8VV+P7
BT19 7AW,No,54.639063,-5.648495,164664,533221,NW646332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1995-07-01,2000-06-01,"","",,,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+JJ
BT19 7AX,Yes,54.645364,-5.654189,164333,533941,NW643339,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2008-03-01,,"","",43,14,"","","Bloomfield 1 NorthDown","",,34,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004159,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WW+48
BT19 7AY,Yes,54.639155,-5.64629,164807,533224,NW648332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2008-12-01,,"","",24,11,"","","Bloomfield 2 NorthDown","",,34,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q3+MF
BT19 7AZ,Yes,54.645185,-5.675162,162980,533992,NW629339,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2016-11-01,,"","",,,"","","Conlig 2","",,41,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004212,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WF+3W
BT19 7BA,Yes,54.636538,-5.662907,163720,532989,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2016-12-01,,"","",,,"","","Conlig 2","",,48,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BB,Yes,54.642439,-5.664164,163673,533649,NW636336,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2016-10-01,,"","",,,"","","Bloomfield 1 NorthDown","",,43,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004162,N06000013,354,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RP+X8
BT19 7BD,Yes,54.642439,-5.664164,163673,533649,NW636336,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2016-11-01,,"","",,,"","","Bloomfield 1 NorthDown","",,43,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004162,N06000013,354,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RP+X8
BT19 7BE,Yes,54.636575,-5.662921,163719,532993,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2018-06-01,,"","",,,"","","Conlig 2","",,49,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BF,No,0,0,,,,"","","",,,Northern Ireland,,"",1998-12-01,2016-09-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT19,"","Northern Ireland Water",
BT19 7BG,Yes,54.636575,-5.662921,163719,532993,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2018-02-01,,"","",,,"","","Conlig 2","",,49,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BH,No,54.639063,-5.648495,164664,533221,NW646332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2000-12-01,2006-10-01,"","",,,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+JJ
BT19 7BJ,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1998-12-01,2006-11-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7BL,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1999-12-01,2000-06-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7BN,Yes,54.636575,-5.662921,163719,532993,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2018-08-01,,"","",,,"","","Conlig 2","",,49,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BP,Yes,54.641872,-5.664584,163643,533588,NW636335,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2001-06-01,,"","",,,"","","Bloomfield 1 NorthDown","",,42,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004162,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RP+P5
BT19 7BQ,No,54.636575,-5.662921,163719,532993,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2017-12-01,2018-02-01,"","",,,"","","Conlig 2","",,43,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BS,Yes,54.636575,-5.662921,163719,532993,NW637329,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2018-02-01,,"","",,,"","","Conlig 2","",,49,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004213,N06000013,602,5,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PP+JR
BT19 7BX,No,0,0,,,,"","","",,,Northern Ireland,,"",1997-12-01,2008-09-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT19,"","Northern Ireland Water",
BT19 7BY,Yes,54.64751,-5.642987,165068,534142,NW650341,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",82,8,"","","Ballymagee 1","",,30,,95XX04S1,,N99999999,"(pseudo) Northern Ireland",,N00004142,N06000013,864,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9X4+2R
BT19 7BZ,Yes,54.647172,-5.644091,164995,534108,NW649341,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",44,17,"","","Ballymagee 1","",,30,,95XX04S1,,N99999999,"(pseudo) Northern Ireland",,N00004142,N06000013,864,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W4+V9
BT19 7DA,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",2000-12-01,2001-09-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7DB,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1999-12-01,2006-01-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7DP,Yes,54.64618,-5.652221,164465,534025,NW644340,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2013-08-01,,"","",,,"","","Bloomfield 1 NorthDown","",,36,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004157,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WX+F4
BT19 7DQ,Yes,54.645925,-5.652994,164414,534000,NW644339,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2012-06-01,,"","",,,"","","Bloomfield 1 NorthDown","",,37,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004157,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WW+9R
BT19 7DR,Yes,54.645744,-5.653857,164357,533982,NW643339,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2011-06-01,,"","",,,"","","Bloomfield 1 NorthDown","",,33,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004157,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8WW+7F
BT19 7DS,No,54.639063,-5.648495,164664,533221,NW646332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1996-12-01,1997-12-01,"","",,,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+JJ
BT19 7DT,No,54.639063,-5.648495,164664,533221,NW646332,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1996-12-01,1997-12-01,"","",,,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+JJ
BT19 7DU,No,0,0,,,,"","","",,,Northern Ireland,,"",1997-06-01,2005-07-01,"","",,,"","","","",,,,,,,"",,,,0,9,1,2019-11-23,"",,BT,BT19,"","Northern Ireland Water",
BT19 7DX,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",2000-12-01,2002-12-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7EA,Yes,54.64886,-5.658388,164083,534344,NW640343,"","Ards and North Down","Castle",N09000011,N08001111,Northern Ireland,N99999999,"North Down",2005-03-01,,"","",96,38,"","","Bangor Castle","",,29,,95XX05W1,,N99999999,"(pseudo) Northern Ireland",,N00004155,N06000013,585,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8XR+GJ
BT19 7EB,Yes,54.649334,-5.655463,164274,534387,NW642343,"","Ards and North Down","Castle",N09000011,N08001111,Northern Ireland,N99999999,"North Down",2007-11-01,,"","",15,9,"","","Bangor Castle","",,24,,95XX05W1,,N99999999,"(pseudo) Northern Ireland",,N00004153,N06000013,585,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8XV+PR
BT19 7ED,Yes,54.649059,-5.658005,164109,534365,NW641343,"","Ards and North Down","Castle",N09000011,N08001111,Northern Ireland,N99999999,"North Down",2005-01-01,,"","",81,32,"","","Bangor Castle","",,27,,95XX05W1,,N99999999,"(pseudo) Northern Ireland",,N00004149,N06000013,585,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8XR+JQ
BT19 7EL,Yes,54.637993,-5.655435,164210,533126,NW642331,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2011-03-01,,"","",17,8,"","","Conlig 2","",,46,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004212,N06000013,602,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QV+5R
BT19 7EN,No,54.646451,-5.639391,165294,534012,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1999-12-01,2000-10-01,"","",,,"","","Ballymagee 2","",,35,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W6+H6
BT19 7ES,No,54.646555,-5.640098,165249,534026,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1996-12-01,1997-12-01,"","",,,"","","Ballymagee 2","",,32,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W5+JX
BT19 7EY,Yes,54.646555,-5.640098,165249,534026,NW652340,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",167,56,"","","Ballymagee 2","",,32,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W5+JX
BT19 7EZ,Yes,54.647237,-5.641918,165136,534108,NW651341,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",63,26,"","","Ballymagee 2","",,30,,95XX04S2,,N99999999,"(pseudo) Northern Ireland",,N00004146,N06000013,714,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W5+V6
BT19 7FD,Yes,54.643761,-5.64105,165172,533719,NW651337,"","Ards and North Down","Ballymagee",N09000011,N08001105,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",15,6,"","","Ballycrochan 3","",,29,,95XX01S3,,N99999999,"(pseudo) Northern Ireland",,N00004121,N06000013,737,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9V5+GH
BT19 7FE,Yes,54.645237,-5.640701,165203,533882,NW652338,"","Ards and North Down","Ballymagee",N09000011,N08001105,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",53,23,"","","Ballycrochan 3","",,37,,95XX01S3,,N99999999,"(pseudo) Northern Ireland",,N00004118,N06000013,737,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W5+3P
BT19 7FF,Yes,54.645186,-5.642222,165104,533881,NW651338,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",27,8,"","","Ballycrochan 3","",,38,,95XX01S3,,N99999999,"(pseudo) Northern Ireland",,N00004118,N06000013,737,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9W5+34
BT19 7FJ,Yes,54.644523,-5.657599,164109,533859,NW641338,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2008-09-01,,"","",21,14,"","","Bloomfield 2 NorthDown","",,37,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004167,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8VR+RX
BT19 7FP,No,54.647742,-5.645204,164927,534175,NW649341,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,1992-12-01,"","",,,"","","Ballymagee 1","",,30,,95XX04S1,,N99999999,"(pseudo) Northern Ireland",,N00004142,N06000013,864,8,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9X3+3W
BT19 7FR,Yes,54.647742,-5.645204,164927,534175,NW649341,"","Ards and North Down","Silverbirch",N09000011,N08001137,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",31,12,"","","Ballymagee 1","",,30,,95XX04S1,,N99999999,"(pseudo) Northern Ireland",,N00004142,N06000013,864,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9X3+3W
BT19 7FS,No,54.643761,-5.64105,165172,533719,NW651337,"","Ards and North Down","Ballymagee",N09000011,N08001105,Northern Ireland,N99999999,"North Down",1994-05-01,2002-01-01,"","",,,"","","Ballycrochan 3","",,29,,95XX01S3,,N99999999,"(pseudo) Northern Ireland",,N00004121,N06000013,737,5,1,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9V5+GH
BT19 7FX,Yes,54.650222,-5.648439,164732,534462,NW647344,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",2002-11-01,,"","",78,38,"","","Bloomfield 1 NorthDown","",,33,,95XX06S1,,N99999999,"(pseudo) Northern Ireland",,N00004158,N06000013,354,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PM922+3J
BT19 7FY,Yes,54.638194,-5.655609,164200,533149,NW642331,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",16,10,"","","Conlig 3","",,45,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QV+7Q
BT19 7FZ,Yes,54.637355,-5.65544,164206,533055,NW642330,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",2002-10-01,,"","",70,33,"","","Conlig 2","",,44,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004212,N06000013,602,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PV+WR
BT19 7GA,Yes,54.637289,-5.65295,164367,533039,NW643330,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1997-06-01,,"","",11,6,"","","Conlig 2","",,37,,95XX11S2,,N99999999,"(pseudo) Northern Ireland",,N00004212,N06000013,602,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8PW+WR
BT19 7GB,Yes,54.637749,-5.646108,164811,533067,NW648330,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1995-01-01,,"","",23,8,"","","Bloomfield 2 NorthDown","",,32,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q3+3H
BT19 7GD,Yes,54.637546,-5.647204,164739,533048,NW647330,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1993-08-01,,"","",51,16,"","","Bloomfield 2 NorthDown","",,33,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q3+24
BT19 7GE,Yes,54.640341,-5.653719,164335,533381,NW643333,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",27,18,"","","Conlig 3","",,35,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RW+4G
BT19 7GF,Yes,54.639075,-5.653777,164324,533240,NW643332,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",18,11,"","","Conlig 3","",,35,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QW+JF
BT19 7GG,Yes,54.639712,-5.653244,164362,533309,NW643333,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",16,9,"","","Conlig 3","",,34,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QW+VP
BT19 7GH,Yes,54.638407,-5.647572,164720,533145,NW647331,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",49,16,"","","Bloomfield 2 NorthDown","",,36,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q2+9X
BT19 7GJ,Yes,54.639864,-5.647178,164754,533306,NW647333,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",66,19,"","","Bloomfield 2 NorthDown","",,35,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004163,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q3+W4
BT19 7GL,Yes,54.638896,-5.647327,164739,533199,NW647331,"","Ards and North Down","Bloomfield",N09000011,N08001107,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",135,44,"","","Bloomfield 2 NorthDown","",,36,,95XX06S2,,N99999999,"(pseudo) Northern Ireland",,N00004164,N06000013,523,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ9Q3+H3
BT19 7GN,Yes,54.639458,-5.654978,164248,533287,NW642332,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",23,9,"","","Conlig 3","",,37,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QW+Q2
BT19 7GP,Yes,54.640171,-5.657478,164091,533375,NW640333,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",47,16,"","","Conlig 3","",,38,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004215,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RV+32
BT19 7GQ,Yes,54.640246,-5.654809,164264,533374,NW642333,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",38,18,"","","Conlig 3","",,38,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004216,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8RW+33
BT19 7GR,Yes,54.639658,-5.655556,164212,533311,NW642333,"","Ards and North Down","Ballygrainey",N09000011,N08001103,Northern Ireland,N99999999,"North Down",1992-01-01,,"","",51,18,"","","Conlig 3","",,38,,95XX11S3,,N99999999,"(pseudo) Northern Ireland",,N00004215,N06000013,134,1,0,2019-11-23,"",,BT,BT19,"(pseudo) Northern Ireland","Northern Ireland Water",9C6PJ8QV+VQ
